attribute_id;dispositivi_compatibili;raw_value;formatted_value;sample_values;axisGroup;code;description;formatValueOnly;formatWithUnit
1459;;;;N/A;;AHCT1;Module1 High Charge Temperature;%s;%s
1460;;;;N/A;;AHD1;Module1 High Discharge Current;%s;%s
1461;;;;N/A;;AHT1;Module1 High Temperature;%s;%s
1462;;;;N/A;;AH1;Module1 High Voltage;%s;%s
1463;;;;N/A;;AIE1;Module1 Internal Failure;%s;%s
1464;;;;N/A;;ALCT1;Module1 Low Charge Temperature;%s;%s
1465;;;;N/A;;ALT1;Module1 Low Temperature;%s;%s
1466;;;;N/A;;AL1;Module1 Low Voltage;%s;%s
1467;;;;N/A;;AI2;ID of third module with warning/alarm (Module2);%s;%s
1468;;;;N/A;;ACI2;Module2 has cell imbalance;%s;%s
1469;;;;N/A;;AHC2;Module2 High Charge Current Alarm;%s;%s
1470;;;;N/A;;AHCT2;Module2 High Charge Temperature;%s;%s
1471;;;;N/A;;AHD2;Module2 High Discharge Current;%s;%s
1472;;;;N/A;;AHT2;Module2 High Temperature;%s;%s
1473;;;;N/A;;AH2;Module2 High Voltage;%s;%s
1474;;;;N/A;;AIE2;Module2 Internal Failure;%s;%s
1475;;;;N/A;;ALCT2;Module2 Low Charge Temperature;%s;%s
1476;;;;N/A;;ALT2;Module2 Low Temperature;%s;%s
1477;;;;N/A;;AL2;Module2 Low Voltage;%s;%s
1478;;;;N/A;N/A;N/A;N/A;N/A;N/A
1479;;;;N/A;N/A;N/A;N/A;N/A;N/A
1480;;;;N/A;N/A;N/A;N/A;N/A;N/A
1481;;;;N/A;N/A;N/A;N/A;N/A;N/A
1482;;;;N/A;N/A;N/A;N/A;N/A;N/A
1483;;;;N/A;N/A;N/A;N/A;N/A;N/A
1484;;;;N/A;N/A;N/A;N/A;N/A;N/A
1485;;;;N/A;N/A;N/A;N/A;N/A;N/A
1486;;;;N/A;N/A;N/A;N/A;N/A;N/A
1487;;;;N/A;N/A;N/A;N/A;N/A;N/A
1488;;;;N/A;N/A;N/A;N/A;N/A;N/A
1489;;;;N/A;N/A;N/A;N/A;N/A;N/A
1490;;;;N/A;N/A;N/A;N/A;N/A;N/A
1491;;;;N/A;N/A;N/A;N/A;N/A;N/A
1492;;;;N/A;N/A;N/A;N/A;N/A;N/A
1493;;;;N/A;N/A;N/A;N/A;N/A;N/A
1494;;;;N/A;N/A;N/A;N/A;N/A;N/A
1495;;;;N/A;N/A;N/A;N/A;N/A;N/A
1496;;;;N/A;N/A;N/A;N/A;N/A;N/A
1497;;;;N/A;N/A;N/A;N/A;N/A;N/A
1498;;;;N/A;N/A;N/A;N/A;N/A;N/A
1499;;;;N/A;N/A;N/A;N/A;N/A;N/A
1500;;;;N/A;N/A;N/A;N/A;N/A;N/A
1501;;;;N/A;N/A;N/A;N/A;N/A;N/A
1502;;;;N/A;N/A;N/A;N/A;N/A;N/A
1503;;;;N/A;N/A;N/A;N/A;N/A;N/A
1504;;;;N/A;;dea;DESS Available;%s;%s
1505;;;;N/A;;gasi;Service interval;%d;%d s
1506;;;;N/A;N/A;N/A;N/A;N/A;N/A
1507;;;;N/A;N/A;N/A;N/A;N/A;N/A
1508;;;;N/A;N/A;N/A;N/A;N/A;N/A
1509;;;;N/A;;Dcv;Firmware version;%s;%s
1510;;;;N/A;N/A;N/A;N/A;N/A;N/A
1511;;;;N/A;;DcoI;Output current;%.1F;%.1F A
1512;;;;N/A;;DcT;Batery temperature;%.1F;%.1F øC
1513;;;;N/A;;DcM;Mode;%s;%s
1514;;;;N/A;N/A;N/A;N/A;N/A;N/A
1515;;;;N/A;;DciP;Input power;%d;%d W
1516;;;;N/A;;Dcah;Total Amp-hours charged by charger;%.1F;%.1F Ah
1517;;;;N/A;N/A;N/A;N/A;N/A;N/A
1518;;;;N/A;;tsA;Low battery alarm;%s;%s
1519;;;;N/A;;PVn0;Custom name for tracker 1;%s;%s
1520;;;;N/A;;PVn1;Custom name for tracker 2;%s;%s
1521;;;;N/A;;PVn2;Custom name for tracker 3;%s;%s
1522;;;;N/A;;PVn3;Custom name for tracker 4;%s;%s
1523;;;;N/A;;iPVn0;Custom name for tracker 1;%s;%s
1524;;;;N/A;;iPVn1;Custom name for tracker 2;%s;%s
1525;;;;N/A;;iPVn2;Custom name for tracker 3;%s;%s
1526;;;;N/A;;iPVn3;Custom name for tracker 4;%s;%s
1527;;;;N/A;;mPVn0;Custom name for tracker 1;%s;%s
1528;;;;N/A;;mPVn1;Custom name for tracker 2;%s;%s
1529;;;;N/A;;mPVn2;Custom name for tracker 3;%s;%s
1530;;;;N/A;;mPVn3;Custom name for tracker 4;%s;%s
1531;;;;N/A;;vrm_dess_hour_restriction;DESS Hourly restrictions;%s;%s
1532;;;;N/A;;vrm_dess_coping_strategy;DESS Coping strategy;%s;%s
1533;;;;N/A;;aliP;Input power;%d;%d W
1534;;;;N/A;;aliV;Input voltage;%.2F;%.2F V
1535;;;;N/A;;alOR;Device off reason;%s;%s
1536;;;;N/A;;alah;Charged Ah;%s;%s Ah
1537;;;;N/A;;alM;Mode;%s;%s
1538;;;;N/A;;vrm_pv_charger_yield_fc2;PV Yield Solar Charger Forecast - BETA;%.2F;%.2F kWh
1539;;;;N/A;;vrm_pv_Multiplus2_yield_fc2;PV Multiplus2 Yield Forecast - BETA;%.0F;%.0F Wh
1540;;;;N/A;;vrm_Multiplus2_yield_fc2;Multiplus2 total forecasted yield  - BETA;%.0F;%.0F Wh
1541;;;;N/A;;vrm_Multiplus2_yield_0_fc2;Multiplus2 tracker 0 forecasted yield v2;%.0F;%.0F Wh
1542;;;;N/A;;vrm_Multiplus2_yield_1_fc2;Multiplus2 tracker 1 forecasted yield - BETA;%.0F;%.0F Wh
1543;;;;N/A;;vrm_Multiplus2_yield_2_fc2;Multiplus2 tracker 2 forecasted yield  - BETA;%.0F;%.0F Wh
1544;;;;N/A;;vrm_Multiplus2_yield_3_fc2;Multiplus2 tracker 3 forecasted yield  - BETA;%.0F;%.0F Wh
1545;;;;N/A;;vrm_inv_crg_yield_fc2;Multiplus2/Charger total forecasted yield  - BETA;%.0F;%.0F Wh
1546;;;;N/A;;vrm_inv_crg_yield_0_fc2;Multiplus2/Charger tracker 0 forecasted yield - BETA;%.0F;%.0F Wh
1547;;;;N/A;;vrm_inv_crg_yield_1_fc2;Multiplus2/Charger tracker 1 forecasted yield - BETA;%.0F;%.0F Wh
1548;;;;N/A;;vrm_inv_crg_yield_2_fc2;Multiplus2/Charger tracker 2 forecasted yield - BETA;%.0F;%.0F Wh
1549;;;;N/A;;vrm_inv_crg_yield_3_fc2;Multiplus2/Charger tracker 3 forecasted yield - BETA;%.0F;%.0F Wh
1550;;;;N/A;N/A;N/A;N/A;N/A;N/A
1551;;;;N/A;N/A;N/A;N/A;N/A;N/A
1552;;;;N/A;;vrm_pv_crg_yield_0_fc2;MPPT RS tracker 0 forecasted yield - BETA;%.0F;%.0F Wh
1553;;;;N/A;;vrm_pv_crg_yield_1_fc2;MPPT RS tracker 1 forecasted yield - BETA;%.0F;%.0F Wh
1554;;;;N/A;;vrm_pv_crg_yield_2_fc2;MPPT RS tracker 2 forecasted yield - BETA;%.0F;%.0F Wh
1555;;;;N/A;;vrm_pv_crg_yield_3_fc2;MPPT RS tracker 3 forecasted yield - BETA;%.0F;%.0F Wh
1556;;;;N/A;;vrm_yield_today_fc;Total solar forecasted yield for today;%.0F;%.0F
1557;;;;N/A;;vrm_yield_today_fc2;Total solar forecasted yield for today - BETA;%.0F;%.0F
1558;;;;N/A;Percetange;vrm_day_ahead_acc_fc;PV Yield model day-ahead accuracy;%.0F;%.0F
1559;;;;N/A;Percetange;vrm_day_ahead_acc_fc2;PV Yield model day-ahead accuracy - BETA;%.0F;%.0F
1560;;;;N/A;Percetange;vrm_mape_fc;PV Yield model day-ahead MAPE;%.0F;%.0F
1561;;;;N/A;Percetange;vrm_mape_fc2;PV Yield model day-ahead MAPE - BETA;%.0F;%.0F
1562;;;;N/A;Percetange;vrm_smape_fc;PV Yield model day-ahead SMAPE;%.0F;%.0F
1563;;;;N/A;Percetange;vrm_smape_fc2;PV Yield model day-ahead SMAPE - BETA;%.0F;%.0F
1564;;;;N/A;;vrm_consumption_fc_adj;User adjusted consumption forecast;%.2F;%.0F kWh
1565;;;;N/A;N/A;N/A;N/A;N/A;N/A
1566;;;;N/A;N/A;N/A;N/A;N/A;N/A
1567;;;;N/A;;evconn;Connection;%s;%s
1568;;;;N/A;N/A;N/A;N/A;N/A;N/A
1569;;;;N/A;;alE1;Error identifier 2;%s;%s
1570;;;;N/A;;alE2;Error identifier 3;%s;%s
1571;;;;N/A;;alE3;Error identifier 4;%s;%s
1572;;;;N/A;;alE4;Error identifier 5;%s;%s
1573;;;;N/A;;alE5;Error identifier 6;%s;%s
1574;;;;N/A;;alE6;Error identifier 7;%s;%s
1575;;;;N/A;;alE7;Error identifier 8;%s;%s
1576;;;;N/A;;alE0;Error identifier 1;%s;%s
1577;;;;N/A;;deas;DESS Strategy;%s;%s
1578;;;;N/A;N/A;N/A;N/A;N/A;N/A
1579;;;;N/A;;dear;DESS Restrictions;%s;%s
1580;;;;N/A;;deaf;DESS AllowGridFeedIn;%s;%s
1581;;;;N/A;;gv;Firmware version;%s;%s
1582;;;;N/A;;gada;GX Auto start/stop disabled;%s;%s
1583;;;;N/A;N/A;N/A;N/A;N/A;N/A
1584;;;;N/A;N/A;N/A;N/A;N/A;N/A
1585;;;;N/A;;gara;Remote start is disabled on the genset;%s;%s
1586;;;;N/A;N/A;N/A;N/A;N/A;N/A
1587;;;;N/A;Percetange;vrm_consum_mape_fc_live;Consumption model day-ahead MAPE - LIVE;%.0F;%.0F
1588;;;;N/A;;vrm_consum_1_day_fc_live;Total (day-ahead) forecasted consumption - LIVE;%.0F;%.0F
1589;;;;N/A;;Bm;Manufacturer;%s;%s
1590;;;;N/A;;Bf;Family;%s;%s
1591;;;;N/A;;Bci;Connection information;%s;%s
1592;;;;N/A;;defci;DESS full charge interval;%s;%s days
1593;;;;N/A;;defcd;DESS full charge duration;%s;%s hours
1594;;;;N/A;;vrm_consumption_fc_beta;Consumption Forecast Beta model;%.2F;%.0F kWh
1595;;;;N/A;N/A;N/A;N/A;N/A;N/A
1596;;;;N/A;N/A;N/A;N/A;N/A;N/A
1597;;;;N/A;N/A;N/A;N/A;N/A;N/A
1598;;;;N/A;N/A;N/A;N/A;N/A;N/A
1599;;;;N/A;;mcVCId;Minimum cell voltage Cell ID;%s;%s
1600;;;;N/A;;McVCId;Maximum cell voltage Cell ID;%s;%s
1601;;;;N/A;;mcTCId;Minimum cell temperature Cell ID;%s;%s
1602;;;;N/A;;McTCId;Maximum cell temperature Cell ID;%s;%s
1603;;;;N/A;;vrm_consum_1_day_fc_beta;Total (day-ahead) forecasted consumption - BETA;%.0F;%.0F
1604;;;;N/A;Percetange;vrm_consum_mape_fc_beta;Consumption model day-ahead MAPE - BETA;%.0F;%.0F
1605;;;;N/A;N/A;N/A;N/A;N/A;N/A
1606;;;;N/A;;vrm_ffcs;DESS forced full charge scheduling - periodic full charge;%s;%s
1607;;;;N/A;;Got;Engine Oil Temperature;%.1F;%.1F øC
1608;;;;N/A;N/A;N/A;N/A;N/A;N/A
1609;;;;N/A;N/A;N/A;N/A;N/A;N/A
1610;;;;N/A;;mdr;AC Input Disconnection Reason;%s;%s
1611;;;;N/A;N/A;N/A;N/A;N/A;N/A
1612;;;;N/A;;vrm;VRM Portal Mode;%s;%s
1613;;;;N/A;;mesc;Multi-RS short circuit alarm;%s;%s
1614;;;;N/A;;mSu;Multi-RS sustain active;%s;%s
1615;;;;N/A;;Gei;Generator error 0;%s;%s
1616;;;;N/A;;Gei1;Generator error 1;%s;%s
1617;;;;N/A;;Gei2;Generator error 2;%s;%s
1618;;;;N/A;;Gei3;Generator error 3;%s;%s
1619;;;;N/A;;Gei4;Generator error 4;%s;%s
1620;;;;N/A;;Gei5;Generator error 5;%s;%s
1621;;;;N/A;;Gei6;Generator error 6;%s;%s
1622;;;;N/A;;Gei7;Generator error 7;%s;%s
1623;;;;N/A;;eA;Alarm notification;%s;%s
1624;;;;N/A;;accn;AC System custom name;%s;%s
1625;;;;N/A;;aPC;Number of phases;%d;%d
1626;;;;N/A;;ani;Number of AC inputs;%d;%d
1627;;;;N/A;;aAI;Active input;%s;%s
1628;;;;N/A;;aps;ESS AC Power setpoint;%d;%d W
1629;;;;N/A;;acs;Mode;%s;%s
1630;;;;N/A;Percetange;ams;Minimum SoC limit;%d;%d %%
1631;;;;N/A;;aM;ESS Mode;%s;%s
1632;;;;N/A;;aS;State;%s;%s
1633;;;;N/A;;aIL;AC Input current limit;%d;%d A
1634;;;;N/A;;aIA;AC Input current limit adjustable;%s;%s
1635;;;;N/A;;aIV1;Input voltage L1;%.1F;%.1F V
1636;;;;N/A;;aIP1;Input power L1;%d;%d W
1637;;;;N/A;;aII1;Input current L1;%.1F;%.1F A
1638;;;;N/A;;aIF1;Input frequency;%.1F;%.1F Hz
1639;;;;N/A;;aIV2;Input voltage L2;%.1F;%.1F V
1640;;;;N/A;;aIP2;Input power L2;%d;%d W
1641;;;;N/A;;aII2;Input current L2;%.1F;%.1F A
1642;;;;N/A;;aIV3;Input voltage L3;%.1F;%.1F V
1643;;;;N/A;;aIP3;Input power L3;%d;%d W
1644;;;;N/A;;aII3;Input current L3;%.1F;%.1F A
1645;;;;N/A;;aOV1;Output voltage L1;%.1F;%.1F V
1646;;;;N/A;;aOP1;Output power L1;%d;%d W
1647;;;;N/A;;aOI1;Output current L1;%.1F;%.1F A
1648;;;;N/A;;aOF1;Output frequency;%.1F;%.1F Hz
1649;;;;N/A;;aOV2;Output voltage L2;%.1F;%.1F V
1650;;;;N/A;;aOP2;Output power L2;%d;%d W
1651;;;;N/A;;aOI2;Output current L2;%.1F;%.1F A
1652;;;;N/A;;aOV3;Output voltage L3;%.1F;%.1F V
1653;;;;N/A;;aOP3;Output power L3;%d;%d W
1654;;;;N/A;;aOI3;Output current L3;%.1F;%.1F A
1655;;;;N/A;N/A;N/A;N/A;N/A;N/A
1656;;;;N/A;;agl;Grid lost alarm;%s;%s
1657;;;;N/A;;aPr;Phase rotation alarm;%s;%s
1658;;;;N/A;;Bbs;Balancer Status;%s;%s
1659;;;;N/A;;slce;SmartLithium Communication Error;%s;%s
1660;;;;N/A;;slve;SmartLithium Voltage Error;%s;%s
1661;;;;N/A;;slbc;SmartLithium Number of Batteries Error;%s;%s
1662;;;;N/A;;slic;SmartLithium Invalid Configuration Error;%s;%s
1663;;;;N/A;;mAI;Active input;%s;%s
1664;;;;N/A;;AIT;Active Input Service Type;%s;%s
1665;;;;N/A;;TSe;Tailscale enabled;%s;%s
1666;;;;N/A;;TSs;Tailscale state;%s;%s
1667;;;;N/A;;TSae;Allow access to local ethernet network;%s;%s
1668;;;;N/A;;TSaw;Allow access to local WiFi network;%s;%s
1669;;;;N/A;;TSr;Networks accessible over the VPN;%s;%s
1670;;;;N/A;;TSa;Custom arguments when starting the service;%s;%s
1671;;;;N/A;;TSu;URL the client connects to;%s;%s
1672;;;;N/A;;TSh;Name of Venus device on the VPN;%s;%s
1673;;;;N/A;;TS4;IPV4 address on the VPN;%s;%s
1674;;;;N/A;;TS6;IPv6 address on the VPN;%s;%s
1675;;;;N/A;;TSl;The One-time link needed to join the device to the VPN;%s;%s
1676;;;;N/A;;vrm_fc_reset;Installation forecasts were reset;%s;%s
1677;MPPT;;;"1754294376:1; 1754297976:1; 1754301576:1; 1754305176:1; 1754308776:1";;vrm_pv_fc_model;Model used for solar forecasting;%s;%s
1678;;;;N/A;;vrm_irradiance_today_fc;Total forecasted solar irradiance for today;;
1679;;;;N/A;Percetange;vrm_irradiance_mape_fc;Solar Irradiance forecast day-ahead MAPE;;
1680;;;;N/A;AC Voltage;a1v;AC Meter voltage L1;%.2F;%.1F V
1681;;;;N/A;;a1c;AC Meter current L1;%.1F;%.1F A
1682;;;;N/A;AC Voltage;a2v;AC Meter voltage L2;%.2F;%.1F V
1683;;;;N/A;;a2c;AC Meter current L2;%.1F;%.1F A
1684;;;;N/A;AC Voltage;a3v;AC Meter voltage L3;%.2F;%.1F V
1685;;;;N/A;;a3c;AC Meter current L3;%.1F;%.1F A
1686;;;;N/A;;aF;AC Meter frequency;%.1F;%.1F Hz
1687;;;;N/A;;FP;DC Generator model;%s;%s
1688;;;;N/A;;Fv;Firmware Version;%s;%s
1689;;;;N/A;;Fas;Remote start mode;%s;%s
1690;;;;N/A;;Fcn;DC Generator custom name;%s;%s
1691;;;;N/A;;FST;Genset Status;%s;%s
1692;;;;N/A;;Fei;DC Generator error 0;%s;%s
1693;;;;N/A;;Fei1;DC Generator error 1;%s;%s
1694;;;;N/A;;Fei2;DC Generator error 2;%s;%s
1695;;;;N/A;;Fei3;DC Generator error 3;%s;%s
1696;;;;N/A;;Fei4;DC Generator error 4;%s;%s
1697;;;;N/A;;Fei5;DC Generator error 5;%s;%s
1698;;;;N/A;;Fei6;DC Generator error 6;%s;%s
1699;;;;N/A;;Fei7;DC Generator error 7;%s;%s
1700;;;;N/A;N/A;N/A;N/A;N/A;N/A
1701;;;;N/A;N/A;N/A;N/A;N/A;N/A
1702;;;;N/A;N/A;N/A;N/A;N/A;N/A
1703;;;;N/A;N/A;N/A;N/A;N/A;N/A
1704;;;;N/A;N/A;N/A;N/A;N/A;N/A
1705;;;;N/A;N/A;N/A;N/A;N/A;N/A
1706;;;;N/A;N/A;N/A;N/A;N/A;N/A
1707;;;;N/A;N/A;N/A;N/A;N/A;N/A
1708;;;;N/A;N/A;N/A;N/A;N/A;N/A
1709;;;;N/A;N/A;N/A;N/A;N/A;N/A
1710;;;;N/A;N/A;N/A;N/A;N/A;N/A
1711;;;;N/A;;Fet;Exhaust gas temperature;%.1F;%.1F øC
1712;;;;N/A;;Fdc;DC Output Current;%.1F;%.1F A
1713;;;;N/A;;Fdv;DC Output Voltage;%.1F;%.1F V
1714;;;;N/A;;Fct;Engine temperature;%.1F;%.1F øC
1715;;;;N/A;Percetange;Fel;Engine load as Percentage;%.1F;%.1F %%
1716;;;;N/A;;Fop;Engine Oil Pressure;%.2F;%.2F kPa
1717;;;;N/A;;Fot;Engine Oil Temperature;%.1F;%.1F øC
1718;;;;N/A;;Feo;Operating time in seconds;%s;%s s
1719;;;;N/A;;Fes;Engine RPM;%s;%s RPM
1720;;;;N/A;;Fwt;Internal temperature of alternator/generator;%.1F;%.1F øC
1721;;;;N/A;;Fsv;Starter battery voltage;%.1F;%.1F V
1722;;;;N/A;;GUIv;GUI version;%s;%s
1723;;;;N/A;;daE;Energy delta;%.2F;%.2F kWh
1724;;;;N/A;;vrm_consum_evcs_fc_beta;EVCS Consumption Beta Forecast;%.2F;%.0F kWh
1725;;;;N/A;;hP;Product ID;%s;%s
1726;;;;N/A;;hs;Serial number;%s;%s
1727;;;;N/A;;hcn;Custom name;%s;%s
1728;;;;N/A;;hS;Heatpump state;%d;%d
1729;;;;N/A;;ht;Temperature;%.1F;%.1F øC
1730;;;;N/A;;hT;Target temperature;%.1F;%.1F øC
1731;;;;N/A;;hpp;Heatpump power;%d;%d W
1732;;;;N/A;;hf;Forward energy;%.2F;%.2F kWh
1733;;;;N/A;;dhE;Energy delta;%.2F;%.2F kWh
1734;;;;N/A;;av;Firmware version;%s;%s
1735;;;;N/A;;hv;Firmware version;%s;%s
1736;;;;N/A;;sm;Modified GX;%s;%s
1737;;;;N/A;;cs;Custom startup;%s;%s
1738;;;;N/A;;aIM;AC Input current limit at Energy Meter;%d;%d A
1739;;;;N/A;Percetange;asl;Active SoC Limit;%d;%d %%
1740;;;;N/A;;cf1;VE.Can 2 (SPI) Status;%s;%s
1741;;;;N/A;Percetange;crp1;VE.Can 2 SPI retry percentage;%d;%d %%
1742;;;;N/A;;Gp;Genset total power;%d;%d W
1743;;;;N/A;;vrm_consum_misc_fc_beta;Miscellaneous Consumption Beta Forecast;%.2F;%.0F kWh
1744;;;;N/A;;vrm_consum_evcs_fc;EVCS Consumption Forecast;%.2F;%.0F kWh
1745;;;;N/A;;vrm_consum_misc_fc;Miscellaneous Consumption Forecast;%.2F;%.0F kWh
1746;;;;N/A;;deom;DESS Operating mode;%s;%s
1747;;;;N/A;;degel;DESS Grid export limit;%.2F;%.2F kW
1748;;;;N/A;;degil;DESS Grid import limit;%.2F;%.2F kW
1749;;;;N/A;;debcl;DESS Battery charge limit;%.2F;%.2F kW
1750;;;;N/A;;debdl;DESS Battery discharge limit;%.2F;%.2F kW
1751;;;;N/A;;AHCV;High cell voltage;%s;%s
1752;;;;N/A;;vrm_ffcsst;DESS forced full charge scheduling - starting time;%s;%s
1753;;;;N/A;;evpid;Product ID;%s;%s
1754;;;;N/A;;evse;Serial;%s;%s
1755;;;;N/A;;evcm;Custom name;%s;%s
1756;;;;N/A;;evbt;Battery Temperature;%.1F;%.1F øC
1757;;;;N/A;Percetange;evsoc;State of Charge;%.1F;%.1F %%
1758;;;;N/A;;evcp_deprecated;EV Charge Power (Deprecated);%d;%d W
1759;;;;N/A;;evca_replaced;Battery Capacity;%.1F;%.1F kWh
1760;;;;N/A;Percetange;evts;Target State of Charge;%.1F;%.1F %%
1761;;;;N/A;;evin;Vehicle Identification Number (VIN);%s;%s
1762;;;;N/A;;evocp_deprecated;Onboard Charger Power (Deprecated);%d;%d W
1763;;;;N/A;;evocv_deprecated;Onboard Charger Voltage (Deprecated);%d;%d V
1764;;;;N/A;;evoci_deprecated;Onboard Charger Current (Deprecated);%d;%d A
1765;;;;N/A;;evcc_deprecated;Charge Current (Deprecated);%.1F;%.1F A
1766;;;;N/A;;evcs;Charging State;%s;%s
1767;;;;N/A;;vrm_consum_hp_fc_beta;Heatpump Consumption Beta Forecast;%.2F;%.0F kWh
1768;;;;N/A;;vrm_consum_hp_fc;Heatpump Consumption Forecast;%.2F;%.0F kWh
1769;;;;N/A;;evo;Odometer;%d;%d km
1770;;;;N/A;;evpt;Position Latitude;%.5F;%.5F ø
1771;;;;N/A;;evpg;Position Longitude;%.5F;%.5F ø
1772;;;;N/A;;evpf;Forward energy;%.2F;%.2F kWh
1773;;;;N/A;;ders;DESS Reactive Strategy;%s;%s
1774;;;;N/A;;decr;DESS Charge Rate;%.0f;%.0f W
1775;;;;N/A;;AFF;Lynx NG Firmware Update Failure;%s;%s
1776;;;;N/A;;iPVe0;MPP-tracker 1 Enabled;%s;%s
1777;;;;N/A;;iPVe1;MPP-tracker 2 Enabled;%s;%s
1778;;;;N/A;;iPVe2;MPP-tracker 3 Enabled;%s;%s
1779;;;;N/A;;iPVe3;MPP-tracker 4 Enabled;%s;%s
1780;;;;N/A;;mPVe0;MPP-tracker 1 Enabled;%s;%s
1781;;;;N/A;;mPVe1;MPP-tracker 2 Enabled;%s;%s
1782;;;;N/A;;mPVe2;MPP-tracker 3 Enabled;%s;%s
1783;;;;N/A;;mPVe3;MPP-tracker 4 Enabled;%s;%s
1784;;;;N/A;;PVe0;MPP-tracker 1 Enabled;%s;%s
1785;;;;N/A;;PVe1;MPP-tracker 2 Enabled;%s;%s
1786;;;;N/A;;PVe2;MPP-tracker 3 Enabled;%s;%s
1787;;;;N/A;;PVe3;MPP-tracker 4 Enabled;%s;%s
1788;;;;N/A;N/A;N/A;N/A;N/A;N/A
1789;;;;N/A;N/A;N/A;N/A;N/A;N/A
1790;;;;N/A;N/A;N/A;N/A;N/A;N/A
1791;;;;N/A;N/A;N/A;N/A;N/A;N/A
1792;;;;N/A;N/A;N/A;N/A;N/A;N/A
1793;;;;N/A;N/A;N/A;N/A;N/A;N/A
1794;;;;N/A;N/A;N/A;N/A;N/A;N/A
1795;;;;N/A;N/A;N/A;N/A;N/A;N/A
1796;;;;N/A;N/A;N/A;N/A;N/A;N/A
1797;;;;N/A;N/A;N/A;N/A;N/A;N/A
1798;;;;N/A;N/A;N/A;N/A;N/A;N/A
1799;;;;N/A;N/A;N/A;N/A;N/A;N/A
1800;;;;N/A;N/A;N/A;N/A;N/A;N/A
1801;;;;N/A;N/A;N/A;N/A;N/A;N/A
1802;;;;N/A;N/A;N/A;N/A;N/A;N/A
1803;;;;N/A;N/A;N/A;N/A;N/A;N/A
1804;;;;N/A;N/A;N/A;N/A;N/A;N/A
1805;;;;N/A;N/A;N/A;N/A;N/A;N/A
1806;;;;N/A;N/A;N/A;N/A;N/A;N/A
1807;;;;N/A;N/A;N/A;N/A;N/A;N/A
1808;;;;N/A;N/A;N/A;N/A;N/A;N/A
1809;;;;N/A;N/A;N/A;N/A;N/A;N/A
1810;;;;N/A;N/A;N/A;N/A;N/A;N/A
1811;;;;N/A;N/A;N/A;N/A;N/A;N/A
1812;;;;N/A;N/A;N/A;N/A;N/A;N/A
1813;;;;N/A;N/A;N/A;N/A;N/A;N/A
1814;;;;N/A;N/A;N/A;N/A;N/A;N/A
1815;;;;N/A;N/A;N/A;N/A;N/A;N/A
1816;;;;N/A;N/A;N/A;N/A;N/A;N/A
1817;;;;N/A;N/A;N/A;N/A;N/A;N/A
1818;;;;N/A;;evpr;Reverse energy;%.2F;%.2F kWh
1819;;;;N/A;;evdcp;DC Power;%.0F;%.0F W
1820;;;;N/A;;evdcv;DC Voltage;%.1F;%.1F V
1821;;;;N/A;;evdci;DC Current;%.1F;%.1F A
1822;;;;N/A;;evacp;AC Power;%.0F;%.0F W
1823;;;;N/A;;evacv;AC Voltage;%.1F;%.1F V
1824;;;;N/A;;evaci;AC Current;%.1F;%.1F A
1825;;;;N/A;;evnop;Number of Phases;%d;%d
1826;;;;N/A;;evmici;Minimum Charge Current;%.1F;%.1F A
1827;;;;N/A;;evmaci;Maximum Charge Current;%.1F;%.1F A
1828;;;;N/A;;evmidi;Minimum Discharge Current;%.1F;%.1F A
1829;;;;N/A;;evmadi;Maximum Discharge Current;%.1F;%.1F A
1830;;;;N/A;;evcp;EV Capabilities;%d;%d
1831;;;;N/A;;evrtg;Range To Go;%.0F;%.0F km
1832;;;;N/A;;evas;At Site;%s;%s
1833;;;;N/A;;desc;Number of schedules supported by DynamicEss at this site;%d;%d
1834;;;;N/A;;msA;Low Battery Alarm;%s;%s
1835;;;;N/A;;mscn;Custom Name;%s;%s
1836;;;;N/A;;msty;Yield today;%.2F;%.2F kWh
1837;;;;N/A;;msip;Installation Power;%d;%d W
1838;;;;N/A;;mDu;Cellular data used;%.6f;%.6f MiB
1839;;;;N/A;;mDl;Cellular data limit;%.6f;%.6f MiB
1840;;;;N/A;;mDe;Cellular data expires;%s;%s
1841;;;;N/A;;pmm;SunSpec information model;%d;%d
1842;;;;N/A;;plm;SunSpec limiter model;%d;%d
1843;;;;N/A;;pgm;Is Generic Energy Meter;%s;%s
1844;;;;N/A;;Ggm;Is Generic Energy Meter;%s;%s
1845;;;;N/A;;evgm;Is Generic Energy Meter;%s;%s
1846;;;;N/A;;evcb;Charging Started;%d;%d
1847;;;;N/A;;vrm_offcs;Opportunistic forced full charge scheduling;%s;%s
1848;;;;N/A;;evasbl;Starter Battery Low;%s;%s
1849;;;;N/A;;evlc;Last EV Contact;%d;%d
1850;;;;N/A;;evevcs;EVCS Connection;%d;%d
1851;;;;N/A;;apt;Has AC Passthrough Support;%s;%s
1852;;;;N/A;Power factor;g1pf;Grid Power factor - L1;%d;%d
1853;;;;N/A;Power factor;g2pf;Grid Power factor - L2;%d;%d
1854;;;;N/A;Power factor;g3pf;Grid Power factor - L3;%d;%d
1855;;;;N/A;Power factor;gpf;Grid total Power factor;%d;%d
1856;;;;N/A;Power factor;G1pf;Genset Power factor - L1;%d;%d
1857;;;;N/A;Power factor;G2pf;Genset Power factor - L2;%d;%d
1858;;;;N/A;Power factor;G3pf;Genset Power factor - L3;%d;%d
